file_name,brand,product_folder,doc_type,success,product_name,cas_numbers,missing_count,provider,model,input_tokens,output_tokens,cache_read_tokens,duration_ms,error,warnings
ELASTOSIL-5000-TDS-en-2024.07.31.pdf,ELASTOSIL,Elastosil 5000,Brochure,True,ELASTOSIL® 5000,,15,google,gemini-2.5-flash,3883,3760,0,31853,,
ELASTOSIL-5002-TDS-en-2024.07.31.pdf,ELASTOSIL,Elastosil 5002,Brochure,True,ELASTOSIL® 5002,,17,google,gemini-2.5-flash,3699,2814,0,29729,,GHS statements are described in text but not explicitly listed as H/P codes.
ELASTOSIL-5100-TDS-en-2025.12.17.pdf,ELASTOSIL,Elastosil 5100,Brochure,True,ELASTOSIL® 5100,,16,google,gemini-2.5-flash,3707,3212,0,17211,,Acetic acid vapors are released during vulcanization and should not be inhaled for long periods or in high concentration. Good ventilation is necessary. Uncured silicone rubber in contact with eyes/mucous membranes should be rinsed thoroughly with water. Keep away from children.
ELASTOSIL-5605-TDS-en-2024.06.16.pdf,ELASTOSIL,Elastosil 5605,Brochure,True,ELASTOSIL® 5605,,15,google,gemini-2.5-flash,2610,2389,0,14278,,
ELASTOSIL-6000-TDS-en-2024.07.31.pdf,ELASTOSIL,Elastosil 6000,Brochure,True,ELASTOSIL® 6000,,17,google,gemini-2.5-flash,3617,2580,0,18023,,"The 'Technical data' tables explicitly state: 'These figures are only intended as a guide and should not be used in preparing specifications.' Therefore, values from these tables are marked with confidence 'medium' and 'is_specification: false'."
ELASTOSIL-6100-TDS-en-2024.06.16.pdf,ELASTOSIL,Elastosil 6100,Brochure,True,ELASTOSIL® 6100,,12,google,gemini-2.5-flash,3689,3015,0,18759,,"The document states: 'These figures are only intended as a guide and should not be used in preparing specifications.' for the technical data tables, confirming that extracted physical properties are not specifications.; Safety notes are provided (e.g., 'vapors should not be inhaled', 'rinse thoroughly with water' for eye/mucous membrane contact, 'avoid prolonged contact of uncured sealant with the skin', 'Keep away from children') but are not formal GHS H/P statements."
ELASTOSIL-E4-TDS-en-2026.01.23.pdf,ELASTOSIL,Elastosil E4,Brochure,True,ELASTOSIL® E4,,18,google,gemini-2.5-flash,2728,1764,0,20188,,"Two density values are provided (uncured: 1.01 g/cm³, cured: 1.02 g/cm³). The uncured density was chosen for the primary density attribute. Both values are explicitly stated as guides and not for specifications.; The document provides a general Wacker website URL, not a specific product URL for ELASTOSIL® E4.; Shelf life is mentioned as being on the product label, but no specific duration is provided in the document."
FERMOPURE-L-Cysteine-PHARMA-TDS-en-2025.04.10.pdf,FERMOPURE,FERMOPURE® L-Cysteine PHARMA,Brochure,True,FERMOPURE® L-Cysteine PHARMA,7048-04-6,12,google,gemini-2.5-flash,3232,2338,0,22601,,"The document states 'Complies with current Eur.Ph. and USP specifications' on Page 1, and the specification table on Page 2 uses 'PH. EUR.' methods. This confirms the Pharma grade classification."
FERMOPURE-Natural-L-Cystine-FOOD-TDS-en-2024.06.16.pdf,FERMOPURE,FERMOPURE® Natural L-Cystine FOOD,Brochure,True,FERMOPURE® Natural L-Cystine FOOD,56-89-3,13,google,gemini-2.5-flash,3049,1702,0,18309,,"The document is a brochure, but it contains an explicitly labeled 'Specification' table. Values from this table (e.g., Purity, Certifications) are treated as 'is_specification: true' and 'confidence: high', overriding the general brochure rule of 'Never set is_specification: true' for brochure data.; PH. EUR. is listed as a method in the specification table, implying compliance with European Pharmacopoeia standards for these tests, and is therefore extracted as a certification, despite being a method reference."
FERMOPURE-VEGAN-L-CYSTEIN-FOOD-20-Low-Perchlorate-TDS-en-2025.10.15.pdf,FERMOPURE,FERMOPURE® VEGAN L-CYSTEIN FOOD 20 Low Perchlorate,SDS,True,FERMOPURE® VEGAN L-CYSTEIN FOOD 20 Low Perchlorate,7048-04-6,13,google,gemini-2.5-flash,2924,1709,0,27881,,"The prompt specified the document type as 'Safety Data Sheet (SDS)', but the provided content is structured like a Technical Data Sheet (TDS) and does not contain the typical sections (e.g., GHS statements, UN number, global inventories) expected in an SDS. Consequently, several SDS-specific attributes could not be extracted.; The extracted 'temperature_range' refers to storage temperature recommendations, not application temperature range."
